Iteration,Current job deadline,Added intervals,Added length,Job considered
797,2393,"[2392, 2393)",1,J798
798,2394,"[2389, 2392); [2393, 2394)",4,J797
799,2401,"[2397, 2401)",4,J799
800,2401,none,0,J800
801,2403,"[2402, 2403)",1,J801
802,2405,"[2404, 2405)",1,J802
803,2410,"[2409, 2410)",1,J803
804,2413,"[2411, 2413)",2,J804
805,2417,"[2414, 2417)",3,J805
806,2417,none,0,J806
807,2424,"[2419, 2424)",5,J807
808,2425,none,0,J808
809,2429,"[2428, 2429)",1,J810
810,2431,none,0,J809
811,2433,"[2431, 2433)",2,J811
812,2437,"[2435, 2437)",2,J812
813,2440,"[2439, 2440)",1,J813
814,2441,"[2440, 2441)",1,J814
815,2447,"[2445, 2447)",2,J815
816,2449,"[2448, 2449)",1,J816
817,2453,"[2450, 2453)",3,J818
818,2454,"[2449, 2450); [2453, 2454)",2,J817
819,2461,"[2457, 2461)",4,J819
820,2461,none,0,J820
821,2463,"[2462, 2463)",1,J821
822,2465,none,0,J822
823,2470,"[2469, 2470)",1,J823
824,2473,"[2471, 2473)",2,J824
825,2477,"[2476, 2477)",1,J825
826,2477,"[2475, 2476)",1,J826
827,2484,"[2479, 2484)",5,J827
828,2485,none,0,J828
829,2489,"[2486, 2489)",3,J830
830,2491,none,0,J829
831,2493,"[2491, 2493)",2,J831
832,2497,"[2495, 2497)",2,J832
833,2500,"[2499, 2500)",1,J833
834,2501,none,0,J834
835,2507,"[2503, 2507)",4,J835
836,2509,none,0,J836
837,2513,"[2511, 2513)",2,J838
838,2514,"[2509, 2511); [2513, 2514)",3,J837
839,2521,"[2517, 2521)",4,J839
840,2521,none,0,J840
841,2523,"[2522, 2523)",1,J841
842,2525,"[2523, 2525)",2,J842
843,2530,"[2529, 2530)",1,J843
844,2533,"[2531, 2533)",2,J844
845,2537,"[2534, 2537)",3,J845
846,2537,none,0,J846
847,2544,"[2539, 2544)",5,J847
848,2545,none,0,J848
849,2549,"[2547, 2549)",2,J850
850,2551,none,0,J849
851,2553,"[2551, 2553)",2,J851
852,2557,"[2555, 2557)",2,J852
853,2560,"[2559, 2560)",1,J853
854,2561,"[2558, 2559); [2560, 2561)",2,J854
855,2567,"[2565, 2567)",2,J855
856,2569,"[2568, 2569)",1,J856
857,2573,"[2572, 2573)",1,J858
858,2574,"[2569, 2572); [2573, 2574)",4,J857
859,2581,"[2577, 2581)",4,J859
860,2581,none,0,J860
861,2583,"[2582, 2583)",1,J861
862,2585,"[2584, 2585)",1,J862
863,2590,"[2589, 2590)",1,J863
864,2593,"[2591, 2593)",2,J864
865,2597,"[2596, 2597)",1,J865
866,2597,"[2594, 2596)",2,J866
867,2604,"[2599, 2604)",5,J867
868,2605,none,0,J868
869,2609,"[2608, 2609)",1,J870
870,2611,none,0,J869
871,2613,"[2611, 2613)",2,J871
872,2617,"[2615, 2617)",2,J872
873,2620,"[2619, 2620)",1,J873
874,2621,"[2620, 2621)",1,J874
875,2627,"[2623, 2627)",4,J875
876,2629,none,0,J876
877,2633,"[2630, 2633)",3,J878
878,2634,"[2629, 2630); [2633, 2634)",2,J877
879,2641,"[2637, 2641)",4,J879
880,2641,none,0,J880
881,2643,"[2642, 2643)",1,J881
882,2645,none,0,J882
883,2650,"[2649, 2650)",1,J883
884,2653,"[2651, 2653)",2,J884
885,2657,"[2654, 2657)",3,J885
886,2657,none,0,J886
887,2664,"[2659, 2664)",5,J887
888,2665,none,0,J888
889,2669,"[2666, 2669)",3,J890
890,2671,none,0,J889
891,2673,"[2671, 2673)",2,J891
892,2677,"[2675, 2677)",2,J892
893,2680,"[2679, 2680)",1,J893
894,2681,none,0,J894
895,2687,"[2685, 2687)",2,J895
896,2689,"[2688, 2689)",1,J896
897,2693,"[2691, 2693)",2,J898
898,2694,"[2689, 2691); [2693, 2694)",3,J897
899,2701,"[2697, 2701)",4,J899
900,2701,none,0,J900
901,2703,"[2702, 2703)",1,J901
902,2705,"[2703, 2705)",2,J902
903,2710,"[2709, 2710)",1,J903
904,2713,"[2711, 2713)",2,J904
905,2717,"[2716, 2717)",1,J905
906,2717,none,0,J906
907,2724,"[2719, 2724)",5,J907
908,2725,none,0,J908
909,2729,"[2727, 2729)",2,J910
910,2731,none,0,J909
911,2733,"[2731, 2733)",2,J911
912,2737,"[2735, 2737)",2,J912
913,2740,"[2739, 2740)",1,J913
914,2741,"[2738, 2739); [2740, 2741)",2,J914
915,2747,"[2743, 2747)",4,J915
916,2749,none,0,J916
917,2753,"[2752, 2753)",1,J918
918,2754,"[2749, 2752); [2753, 2754)",4,J917
919,2761,"[2757, 2761)",4,J919
920,2761,none,0,J920
921,2763,"[2762, 2763)",1,J921
922,2765,"[2764, 2765)",1,J922
923,2770,"[2769, 2770)",1,J923
924,2773,"[2771, 2773)",2,J924
925,2777,"[2774, 2777)",3,J925
926,2777,none,0,J926
927,2784,"[2779, 2784)",5,J927
928,2785,none,0,J928
929,2789,"[2788, 2789)",1,J930
930,2791,none,0,J929
931,2793,"[2791, 2793)",2,J931
932,2797,"[2795, 2797)",2,J932
933,2800,"[2799, 2800)",1,J933
934,2801,"[2800, 2801)",1,J934
935,2807,"[2805, 2807)",2,J935
936,2809,"[2808, 2809)",1,J936
937,2813,"[2810, 2813)",3,J938
938,2814,"[2809, 2810); [2813, 2814)",2,J937
939,2821,"[2817, 2821)",4,J939
940,2821,none,0,J940
941,2823,"[2822, 2823)",1,J941
942,2825,none,0,J942
943,2830,"[2829, 2830)",1,J943
944,2833,"[2831, 2833)",2,J944
945,2837,"[2836, 2837)",1,J945
946,2837,"[2835, 2836)",1,J946
947,2844,"[2839, 2844)",5,J947
948,2845,none,0,J948
949,2849,"[2846, 2849)",3,J950
950,2851,none,0,J949
951,2853,"[2851, 2853)",2,J951
952,2857,"[2855, 2857)",2,J952
953,2860,"[2859, 2860)",1,J953
954,2861,none,0,J954
955,2867,"[2863, 2867)",4,J955
956,2869,none,0,J956
957,2873,"[2871, 2873)",2,J958
958,2874,"[2869, 2871); [2873, 2874)",3,J957
959,2881,"[2877, 2881)",4,J959
960,2881,none,0,J960
961,2883,"[2882, 2883)",1,J961
962,2885,"[2883, 2885)",2,J962
963,2890,"[2889, 2890)",1,J963
964,2893,"[2891, 2893)",2,J964
965,2897,"[2894, 2897)",3,J965
966,2897,none,0,J966
967,2904,"[2899, 2904)",5,J967
968,2905,none,0,J968
969,2909,"[2907, 2909)",2,J970
970,2911,none,0,J969
971,2913,"[2911, 2913)",2,J971
972,2917,"[2915, 2917)",2,J972
973,2920,"[2919, 2920)",1,J973
974,2921,"[2918, 2919); [2920, 2921)",2,J974
975,2927,"[2925, 2927)",2,J975
976,2929,"[2928, 2929)",1,J976
977,2933,"[2932, 2933)",1,J978
978,2934,"[2929, 2932); [2933, 2934)",4,J977
979,2941,"[2937, 2941)",4,J979
980,2941,none,0,J980
981,2943,"[2942, 2943)",1,J981
982,2945,"[2944, 2945)",1,J982
983,2950,"[2949, 2950)",1,J983
984,2953,"[2951, 2953)",2,J984
985,2957,"[2956, 2957)",1,J985
986,2957,"[2954, 2956)",2,J986
987,2964,"[2959, 2964)",5,J987
988,2965,none,0,J988
989,2969,"[2968, 2969)",1,J990
990,2971,none,0,J989
991,2973,"[2971, 2973)",2,J991
992,2977,"[2975, 2977)",2,J992
993,2980,"[2979, 2980)",1,J993
994,2981,"[2980, 2981)",1,J994
995,2987,"[2983, 2987)",4,J995
996,2989,none,0,J996
997,2993,"[2990, 2993)",3,J998
998,2994,"[2989, 2990); [2993, 2994)",2,J997
999,3001,"[2997, 3001)",4,J999
1000,3001,none,0,J1000
